Filename,Residue_Code,File_Hash,Fragment_SMILES,Frag_Heavy_Atoms,Parent_Heavy_Atoms,Delta_atom_count,Parent_CID,Parent_ChEBI,Parent_Name,Match_Method
GLYCAM_amino_06j_12SB.lib_OLP_sybyl.mol2,OLP,940e26e45d73a901ba6be49ea5c79b4d8a485928608159743a1b16845e56ff52,[N]1C[C@H]([O])C[C@H]1[C][O],8,16,8,177743970,-,"butyl 6-hydroxy-1,3,3a,5,6,6a-hexahydropyrrolo[3,2-c][1,2]oxazole-4-carboxylate",Substructure
uni_amino03.lib_CYX_sybyl.mol2,CYX,94f663d7edc4dbacd769bf2c5c1d422f369ebc7e36644af7bb18b23d2bc17325,[NH][C@@H]([C][S])[C][O],6,11,5,160931510,-,(2R)-2-azaniumyl-3-(2-chloroethylsulfanyl)propanoate;hydrochloride,Substructure
xFPchromophores.lib_CRO_sybyl.mol2,CRO,83684139e8a2a75d73b208005516bcc59f054577ab888189e541bb0470263d1b,c1cc(ccc1[CH][C]1[C]([O])N([C]([N]1)[C@@H]([NH])[C@@H](C)O)C[C][O])[O-],22,17,-5,59985623,-,SCHEMBL759898,Similarity
all_modrna08.lib_7MG_sybyl.mol2,7MG,e85e4ec44ea755ecb2db135ab01faac46d22535c0f085d6460d258d3a0244b7f,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=CN(C2=C1N=C(NC2=O)N)C,0,25,25,135398701,CHEBI:17825,7-Methylguanosine 5'-phosphate,Substructure
all_modrna08.lib_MFC_sybyl.mol2,MFC,7d88f18a60fcb4548ec3fe113a538e9b04ca9e1527efb7d2c2a309b20a878850,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C(=O)N=C(N)C(=C1)C=O,23,24,1,87532199,-,SCHEMBL3471078,Substructure
all_modrna08.lib_DMA_sybyl.mol2,DMA,8780aee9aff5f99b99960ae8c44181b5429724cdc07871d74b6cad20b893d93c,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(N(C)C)ncnc12,24,25,1,44199361,CHEBI:43986,N(6)-dimethyl AMP,Substructure
all_modrna08.lib_IWG_sybyl.mol2,IWG,e576c2161e13c3758dc0803aa4fc283e76033d7b61701a6201e4643b9d260969,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1NC1=NC(=C(N1C2=O)C)C,27,35,8,71581128,CHEBI:73553,7-(3-amino-3-carboxypropyl)wyosine 5'-monophosphate,Substructure
amberdyes.lib_L1C_sybyl.mol2,L1C,2adacf299e2855741e70b7ce0980b9ff9283cdad8a8ae105fad607d517250ebb,[C@@H](CCCC[NH])([NH])[C]([O-])[O-],10,32,22,36294,CHEBI:28864,tobramycin,Substructure
all_modrna08.lib_26A_sybyl.mol2,26A,532eeb778dc2a8b38fae8021523782c9e3dfba6fd8ec674716afc289d7aaa79f,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC(=O)N[C@@H]([C@H](CC)O)[C]([O-])[O-])nc(nc12)SC,35,25,-10,189762,-,70804-88-5,Similarity
RNA.YIL.lib_RA5_sybyl.mol2,RA5,925a83ccde5d304cd852f098323d6790bebb283456b1f82ba22f0efad0f0f434,OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)[C@@H]([C@@H]1[O])O,19,19,0,60961,CHEBI:16335,adenosine,Substructure
all_modrna08.lib_QMG_sybyl.mol2,QMG,e82fe35be77ecb265542ccbc754f239864f421d9fd071c9b9120330fa0c8858c,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=C(C2=C1N=C(NC2=O)N)CN[C@H]1[C@H](O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[C@H](O)C=C1,43,33,-10,168007661,CHEBI:194371,queuosine 5'-phosphate,Similarity
all_nucleic94.nmr.lib_RU5_sybyl.mol2,RU5,a21c9d6c2ca16c06ab8c138d55c75d7d9af7e18dd294062649ef491e28c467f5,OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@@H]([C@@H]1[O])O,17,17,0,6029,CHEBI:16704,uridine,Substructure
all_nucleic94.lib_RGN_sybyl.mol2,RGN,6ef51adfbf7d5cc24e860f87327d171dc64880702375cdf03fc8dd4b433a7fc6,OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)[C@@H]([C@@H]1O)O,20,20,0,135398635,CHEBI:16750,guanosine,Substructure
xFPchromophores.lib_CH6_sybyl.mol2,CH6,2f5ce3d4737707067fb53797cc314c649e661c07f3ccd374953d57c0988e3cae,[N][C](CCSC)[C]1[N][C]([CH]c2ccc(cc2)[O-])[C]([O])N1C[C][O],23,17,-6,141138795,-,"(4S,5S)-5-[(4-hydroxyphenyl)methyl]-2,2,3-trimethylimidazolidin-4-ol",Similarity
all_modrna08.lib_DWG_sybyl.mol2,DWG,4a199da17134763cba8e5e2fac349ee519bb1a0a4abc998630bec9912d8aae27,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1NC1=NC(=CN1C2=O)C,26,35,9,71581128,CHEBI:73553,7-(3-amino-3-carboxypropyl)wyosine 5'-monophosphate,Substructure
all_prot_nucleic10.lib_D3C_sybyl.mol2,D3C,fdd8d4878285b2569b3ea56a772293f01a59f45b38eaea7a4f11e7d55f8f7fd9,P([O])([O])OC[C@H]1O[C@@H]([N@@]2[CH][CH][C](N)N[C]2[O])C[C@@H]1O,19,23,4,90669294,-,"[(2R,4R,5R,6R)-5-acetyloxy-10-amino-3,7-dioxa-9-aza-1-azoniatricyclo[6.4.0.02,6]dodeca-1(8),9,11-trien-4-yl]methyl hydrogen phosphate",Substructure
amberdyes.lib_C1R_sybyl.mol2,C1R,4621549a78ab7f719e9bf9f149f7ee5d564ebfc7016f58147da7b4260a00fe88,[NH][C@@H](CS[C@H]1[C]([O])N([C]([O])C1)CCCCC[NH])[C][O],19,0,-19,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
GLYCAM_aminoct_06j_12SB.lib_COLT_sybyl.mol2,COLT,7a86502c35c50264bc09f3d138c8fc3cf4e3ccd81947d6773e2ad740ae109199,[NH][C@@H]([C@@H](C)[O])[C]([O-])[O-],8,14,6,177744166,-,"(2S,3S,4R,5R)-5-amino-3,4-dihydroxy-6-methoxyoxane-2-carboxylic acid",Substructure
RNA.YIL.lib_RAN_sybyl.mol2,RAN,f747c99eecba6a8ef375eb0cd5131373e656102eb7e58bcafb6dc7578bc25789,OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)[C@@H]([C@@H]1O)O,19,19,0,60961,CHEBI:16335,adenosine,Substructure
all_modrna08.lib_4AC_sybyl.mol2,4AC,71df72502e6076c83fecf0bc714e4ef688c965ff598e208ea894c257144c4d13,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C(=O)N=C(NC(=O)C)C=C1,23,24,1,49866507,CHEBI:75086,N(4)-acetylcytidine 5'-monophosphate,Substructure
all_prot_nucleic10.lib_GE_sybyl.mol2,GE,b73aa8bed6e1b482d2320defaa88c8c544130487a2718914fd599d6033e4d5ea,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)[C@@H]([C@@H]1[O])O,0,25,25,54032138,-,CHEMBL1812049,Substructure
ff15ipq-m.lib_B3R_sybyl.mol2,B3R,be6f872b0161ee8d7142be69b41f17c713eb57201a794e98b9b9ba04153ad367,[NH][CH](=[CH2][C][O])CCCN[C](N)N,0,0,0,-,-,"API Error: PubChem HTTP Error 400 PUGREST.BadRequest: The given listkey is invalid, or the operation represented by the listkey has failed",Failed
all_modrna08.lib_MMU_sybyl.mol2,MMU,16fd8113d2d1cdb8868c411b11e6723abeeeaf275a5f2095e7f4ae4b795c9587,P([O])([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)C,22,20,-2,68015317,-,SCHEMBL10041994,Similarity
DNA_CI.lib_DC5_sybyl.mol2,DC5,4cfe887580e36111847275b7fbcf7bc4d5ed7d3a186e45e15dbcefc6af0e21fc,OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)C[C@@H]1[O],16,16,0,13711,CHEBI:15698,2'-deoxycytidine,Substructure
GLYCAM_amino_06j_12SB.lib_OLS_sybyl.mol2,OLS,85455ad081b268dff1d9f3d61fddacbc3457f1fb2c37c293550efb5399298da8,[NH][C@@H](C[O])[C][O],6,22,16,177746375,-,GalNAz-1-P,Substructure
ff15ipq-m.lib_B3P_sybyl.mol2,B3P,4ac4f084a5a9c42717e67d42982d1c41cac89ff2e628244f1c33b2f3adc5ef9b,[N]1CCC[C@H]1C[C][O],8,23,15,160185578,-,cyclopropyl 3-(4-chlorophenyl)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate;hydrochloride,Substructure
all_modrna08.lib_INO_sybyl.mol2,INO,fa8607d03d34d66397471f8c6cd9618b054b3594db19b67477d73b6b9fab9a30,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1N=CNC2=O,22,23,1,135398640,CHEBI:17202,Inosinic acid,Substructure
uni_amino03.lib_ARG_sybyl.mol2,ARG,e263af33f4c5a6162ce01153a5b4658554e978cf0419009464a07f854d05c4c8,[NH][C@@H]([C][C][C]N[C](N)N)[C][O],11,12,1,12071049,-,2-AMINOHISTIDINE,Substructure
all_prot_nucleic10.lib_D5G_sybyl.mol2,D5G,34970bf0cfc1c5521b3bfd862b19e359fa22869b43bce9d65c9c7b87d8d6de77,OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)C[C@@H]1[O],19,19,0,135398592,CHEBI:17172,2'-deoxyguanosine,Substructure
all_modrna08.lib_MRP_sybyl.mol2,MRP,a7a8e95ae77ceb1601baa5738f98ea55f337339a6e281a50cc6953a2b010101a,P([O])([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[C]1[C]([O])N[C]([O])N[CH]1,21,0,-21,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
ff15ipq-19F.lib_W6F_sybyl.mol2,W6F,8021084c5a2a21ae9bbfbb45475757b18fbfc2d7133b78e92f2d336969d0535b,[NH][C@@H](C[C]1[CH]Nc2cc(F)ccc12)[C][O],15,16,1,94937,CHEBI:182183,7730-20-3,Substructure
amberdyes.lib_C2C_sybyl.mol2,C2C,7227cdf64039bfb6a3d5389280ecd8f659e41648fba60d539cc57832131705f5,[NH][C@H]([C]([O-])[O-])CS[C@@H]1C[C]([O])N([C]1[O])CC[NH],17,0,-17,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
all_modrna08.lib_N2G_sybyl.mol2,N2G,71906ed99ee92fcf08164108f09c640f3658ad9606cff12571e8b9060a809126,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=CN(C2=C1N=C(NC2=O)N(C)C)C,0,27,27,136242939,CHEBI:74434,"N(2),N(2),N(7)-trimethylguanosine 5'-phosphate(1-)",Substructure
DNA_CI.lib_DC_sybyl.mol2,DC,69e0390ff217e0ee5a91ba1ba090cc48c4607f550700f30ae58c72a6b58c35b8,[P](=O)([O])OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)C[C@@H]1[O],19,20,1,13945,CHEBI:15918,1032-65-1,Substructure
all_prot_nucleic10.lib_D5GE_sybyl.mol2,D5GE,4c680cebdc591624f8c29e74e5b11dae0a764e1e882874d0b90f7b5239525142,OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)C[C@@H]1[O],0,20,20,73317,CHEBI:27549,964-21-6,Substructure
uni_amino03.lib_THR_sybyl.mol2,THR,42c055717cbf16f43c7ca62a68e9576b4014e33c9f07e5ea9f1eea16f9d71c89,[NH][C@@H]([C]([C])O)[C][O],7,14,7,177744166,-,"(2S,3S,4R,5R)-5-amino-3,4-dihydroxy-6-methoxyoxane-2-carboxylic acid",Substructure
phosaa19SB.lib_SEP_sybyl.mol2,SEP,572705f9510130d321f2c54635df0f43ec823abd5b04d9ad52f51d40b2da6b5e,[NH][C@@H](CO[P]([O])([O])[O])[C][O],10,35,25,117071977,-,4na4,Substructure
uni_amino03.lib_ACE_sybyl.mol2,ACE,a0ccb53e6c4e831631e93317ea35c562de276a0529a9939d4fff41c5f5f71ffa,CCO,3,3,0,702,CHEBI:16236,ethanol,Similarity
all_modrna08.lib_MMG_sybyl.mol2,MMG,8e4e5f106d8f68eb87628a8c7a4cc78c9dad0abecc9d7c9cfacfa412cb4baf92,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C=NC2=C1N=C(NC2=O)NC,25,32,7,90663863,-,CHEMBL3144268,Substructure
all_prot_nucleic10.lib_U5E_sybyl.mol2,U5E,99db18a2273924fd9a99a4138836b26e3d762ef3fc55bedcf8b7edc36a1e8fb3,OC[C@H]1O[C@@H]([N]2=CC=C(O)NC2=O)[C@@H]([C@@H]1[O])O,0,33,33,156596337,-,"[[(2~{R},3~{S},4~{R},5~{R})-3,4-bis(oxidanyl)-5-(2-oxidanyl-4-phosphonooxy-pyrimidin-1-yl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] phosphono hydrogen phosphate",Substructure
RNA_CI.lib_RC_sybyl.mol2,RC,7052a33329f7939529eddf94716a1cd06de3275a278c58048496eeaf6be7bd84,[P](=O)([O])OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)[C@@H]([C@@H]1[O])O,20,21,1,6131,CHEBI:17361,5'-CYTIDYLIC ACID,Substructure
all_prot_nucleic10.lib_AP_sybyl.mol2,AP,83ddb389e831c1ed493a5867636b4ca29433e69c91bcc0c69c27e8d858dc29d2,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)[C@@H]([C@@H]1[O])O,0,22,22,6076,CHEBI:17489,Cyclic AMP,Substructure
all_modrna08.lib_3MC_sybyl.mol2,3MC,729e52eabb228dc570df2d78360f7d64d84b9001e1ad46947dd87f971d14f464,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C(=O)N(C(=N)C=C1)C,21,49,28,166627152,-,CHEMBL5076916,Substructure
xFPchromophores.lib_CRQ_sybyl.mol2,CRQ,5564528dfd9d0a47913c15f6ab30d9882bbf8cc419e7a38a60678b6f190fe432,[N][C](CC[C](N)[O])[C]1[N][C]([CH]c2ccc(cc2)[O-])[C]([O])N1C[C][O],24,17,-7,141138795,-,"(4S,5S)-5-[(4-hydroxyphenyl)methyl]-2,2,3-trimethylimidazolidin-4-ol",Similarity
GLYCAM_aminont_06j_12SB.lib_NHYP_sybyl.mol2,NHYP,1b190553555cc271b132f13242f1bfd4ac1f0d202e8dc1c03482dd15928e54af,[NH2+]1C[C@H](O)C[C@H]1[C][O],8,9,1,6971053,CHEBI:58375,trans-oxyproline,Substructure
GLYCAM_amino_06j_12SB.lib_NLN_sybyl.mol2,NLN,4d123daada0a386594eb916f0db99521e9db2b7fbf3609a55f3a5885ec6f1cfe,[NH][C@@H](C[C]([O])[NH])[C][O],8,20,12,131752452,CHEBI:174106,Distichonic acid B,Substructure
all_prot_nucleic10.lib_U5D_sybyl.mol2,U5D,637fcfdd31ce8689d7daab38eab2baa80d9f110a0ad40bccae2da9d8a17bbe1a,OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@@H]([C@@H]1[O])O,17,17,0,6029,CHEBI:16704,uridine,Substructure
all_modrna08.lib_HWG_sybyl.mol2,HWG,3d472a9eafc14c527f35e38a8f1c57c84528941a9c67f3b56a3727615c296c48,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1N(C1=NC(=C(N1C2=O)C[C@@H]([C@@H](C(=O)OC)NC(=O)OC)O)C)C,40,41,1,71581015,CHEBI:73622,hydroxywybutosine,Substructure
uni_amino03.lib_NME_sybyl.mol2,NME,c3d7f7a92b244fd13f12d49f1426ba2353ac4d4770b1d858665c46896053f490,[NH]#[C],0,2,2,6432654,CHEBI:36856,Hydrogen isocyanide,Substructure
all_modrna08.lib_2SU_sybyl.mol2,2SU,08cd29d796d9b9b9d979334a92438b3483b1b1d888672bdeb83eb56c90824e56,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([S])N[C]([O])[CH][CH]1,20,20,0,68015317,-,SCHEMBL10041994,Similarity
all_modrna08.lib_6TA_sybyl.mol2,6TA,524d239f92e1395cb8c974a22ddddb22d84784811670205df320aae9169bca78,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC(=O)N[C@H](C(=O)O)[C@H](O)C)ncnc12,32,33,1,3037598,CHEBI:74637,N(6)-L-threonylcarbamoyladenine 5'-monophosphate,Substructure
all_modrna08.lib_HMC_sybyl.mol2,HMC,3ba9f3e843d46a3480c3dad62c08b6a2402ec8f80309cf85c0b9dbdb94df06aa,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C(=O)N=C(N)C(=C1)CO,22,23,1,68655403,-,5-hydroxymethylcytidine 5'-monophosphate,Substructure
all_modrna08.lib_5FC_sybyl.mol2,5FC,d2315f7949120473ddf9fac59036c0c0e02fd6517a91bd039ff23a2a3d5076e1,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C(=O)N=C(N)C(=C1)C=O,22,23,1,49867615,-,5-formylcytidine 5'-(dihydrogen phosphate),Substructure
cph_nucleic_caps.lib_MOC_sybyl.mol2,MOC,a3ac8406fbc90c0be0de585acbf9bbeeb42747d1b8010558039389b69b6c02bd,C[O],2,2,0,887,CHEBI:17790,methanol,Similarity
all_modrna08.lib_MRG_sybyl.mol2,MRG,5e650981e1bd8d68b5d3b725769046c102876e2fbc2e703dd9b63b6ab6acb43c,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C=NC2=C1N=C(NC2=O)N,24,33,9,135446965,-,61556-44-3,Substructure
all_nucleic94.lib_DT_sybyl.mol2,DT,1c887ce890fb35b42d9260fc1dd9d864447c83f7107465783d70444109ac93b9,P([O])([O])OC[C@H]1O[C@@H]([N@]2[CH][C](C)[C]([O])N[C]2[O])C[C@@H]1[O],20,17,-3,91321333,-,"1-[5-(hydroxymethyl)-4-methyloxolan-2-yl]-5-methyl-1,3-diazinane-2,4-diol",Similarity
phos_aminofb18.lib_S1P_sybyl.mol2,S1P,53ab20463f61a5b17244173e33b6bbd296924f767bece58bf84fba768ae3da4f,[NH][C@@H](CO[P](O)([O])[O])[C][O],10,35,25,117071977,-,4na4,Substructure
all_modrna08.lib_MMA_sybyl.mol2,MMA,9f4755eb8987ab58e2a1166a199284d2e836160d65173ca97753771b7e66c9a8,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C=Nc2c(NC)ncnc12,24,32,8,9687,CHEBI:50095,bucladesine,Substructure
all_nucleic94.nmr.lib_DG5_sybyl.mol2,DG5,77cbf2822d5d58cfeab2c9d7e1b44ef6bd9f1695a6b41fcca99bdd99f6d56d7e,OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)C[C@@H]1[O],19,19,0,135398592,CHEBI:17172,2'-deoxyguanosine,Substructure
all_modrna08.lib_6GA_sybyl.mol2,6GA,f1490352151e2e0abb179bc4b1dbf82e6a071ffeb7469dd45cc39d009600aa76,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC(=O)NC[C]([O-])[O-])ncnc12,29,23,-6,6083,CHEBI:16027,5'-adenylic acid,Similarity
all_nucleic94.nmr.lib_RC5_sybyl.mol2,RC5,59ee75b7a72f69e836a7b4f88107def17e8fd172f7a01832753dcfaafa62b23f,OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)[C@@H]([C@@H]1[O])O,17,17,0,6253,CHEBI:28680,cytarabine,Substructure
phosaa19SB.lib_H2E_sybyl.mol2,H2E,f72439e064a25f9c780c27b5e8e4d698148b746d40ed6126b94d788005c6a5bb,[NH][C@@H](C[C]1N[CH]N([CH]1)[P]([O])([O])[O])[C][O],14,0,-14,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
all_prot_nucleic10.lib_G3E_sybyl.mol2,G3E,e4d50eedbe8a60808a6d794541ed197ac99ebaa30fbc94ed287d9127be79d8bf,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)[C@@H]([C@@H]1O)O,0,25,25,54032138,-,CHEMBL1812049,Substructure
all_prot_nucleic10.lib_D3CE_sybyl.mol2,D3CE,b1e998d6567d2303c527750bc4bb67398e150ced982d98f52b2b46775429c7a5,P([O])([O])OC[C@H]1O[C@@H]([N@@]2[CH][CH][C](N)N[C]2[O])C[C@@H]1O,19,23,4,90669294,-,"[(2R,4R,5R,6R)-5-acetyloxy-10-amino-3,7-dioxa-9-aza-1-azoniatricyclo[6.4.0.02,6]dodeca-1(8),9,11-trien-4-yl]methyl hydrogen phosphate",Substructure
GLYCAM_amino_06j_12SB.lib_OLT_sybyl.mol2,OLT,a64bf7d78add1360fb55537328ddd968c749fe17deb7fdf4492f7f6b5556d043,[NH][C@@H]([C@@H](C)[O])[C][O],7,14,7,177744166,-,"(2S,3S,4R,5R)-5-amino-3,4-dihydroxy-6-methoxyoxane-2-carboxylic acid",Substructure
uni_amino03.lib_TRP_sybyl.mol2,TRP,5c94cb0867f0bf57c49f14326270420057062e171f2d9ac033d2f119f6d9b31d,[NH][C@@H]([C][C]1[CH]Nc2ccccc12)[C][O],14,15,1,6305,CHEBI:16828,L-tryptophan,Substructure
DNA_CI.lib_DGN_sybyl.mol2,DGN,c3ec322cb914c4b8c427c7d8d5c3194bf7cb482406616737e666a797ae400b60,OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)C[C@@H]1O,19,19,0,135398592,CHEBI:17172,2'-deoxyguanosine,Substructure
aminoct12.redq.lib_CHYP_sybyl.mol2,CHYP,ce25e0dc31303edd8705a3d803943dfaf055d01b0d209eec4c3365c8719ac1c9,[N]1C[C@H](O)C[C@H]1[C]([O-])[O-],9,24,15,165430161,-,156205-66-2,Substructure
GLYCAM_aminoct_06j_12SB.lib_COLP_sybyl.mol2,COLP,8020c5701cb1e85bb17d2e8ed53e3f19afb43d9bd95f4a30d6594e882e243a1e,[N]1C[C@H]([O])C[C@H]1[C]([O-])[O-],9,24,15,165430161,-,156205-66-2,Substructure
uni_aminont03.lib_NTRP_sybyl.mol2,NTRP,9f386d6a6168ee1cc47fedcbdaa397e4f3bc8ba991354f9ec6716268d657c8f8,[NH3+][C@@H]([C][C]1[CH]Nc2ccccc12)[C][O],14,15,1,6923516,CHEBI:57912,3rzi,Substructure
amberdyes.lib_E2N_sybyl.mol2,E2N,d701126619be4b5db830bceafe8663c97c6e6ee414d950e2d669b88c61f65e40,[C@@H](CS[C@@H]1C[C]([O])N([C]1[O])CC[NH])([NH3+])[C][O],16,0,-16,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
all_prot_nucleic10.lib_UD_sybyl.mol2,UD,f82e0c7125261c522babf2623b666f84ff5995d3c9da53752307e1351edbc2e9,P([O])([O])OC[C@H]1O[C@@H]([N@@]2[CH][CH][C]([O])N[C]2[O])[C@@H]([C@@H]1[O])O,20,42,22,5326480,-,"[(2R,3S,4R,5R)-3,4-dihydroxy-5-[(3R)-7-hydroxy-1-oxa-4,8-diazaspiro[2.5]octan-4-yl]oxolan-2-yl]methyl [(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-4-hydroxy-2-(phosphonooxymethyl)oxolan-3-yl] hydrogen phosphate",Substructure
lipid21.lib_AR_sybyl.mol2,AR,a7f1c6e89423b0fc56b5d07511578a10eefd258913ec2c017eb9178f50785186,C(/C=C\C/C=C\C/C=C\C/C=C\CC[CH2])CCCC,19,8,-11,5364448,CHEBI:88820,trans-2-Octene,Similarity
uni_aminoct03.lib_CHID_sybyl.mol2,CHID,5e63de552421f5d4f6b2bffdc48de6984d3a43d5935dfdc2fa014e93894e88a0,[NH][C@@H]([C][C]1N[CH][N][CH]1)[C]([O-])[O-],11,11,0,162397890,-,(2S)-2-azaniumyl-1-hydroxy-3-(1H-imidazol-5-yl)propan-1-olate,Substructure
lipid21.lib_MY_sybyl.mol2,MY,043d3ee7bd1c421b7a962a86011cf3c692bd55bfb122c7c50cd95178a998df2f,CCCCCCCCCCCC[CH2],13,8,-5,356,CHEBI:17590,octane,Similarity
amberdyes.lib_B1C_sybyl.mol2,B1C,9063f95fe9982c91aee29b457c6eba192bd32b581c3c742096935aea343d6794,c1(ccc(cc1)C[C@H]([C]([O-])[O-])[NH])[C](C)[N]OC[C]([O])NCCCCC[NH],26,0,-26,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
ff15ipq-m.lib_B3S_sybyl.mol2,B3S,f1c5ff847e3a80fceb265d594fb3c82cc9acbef50aaa657ceb016908e880fc44,[NH][C@H](C[C][O])CO,7,22,15,177746375,-,GalNAz-1-P,Substructure
