Residue_Code,Filename,MOL2_SHA256_Hash,Raw_SMILES,Raw_CID,Raw_ChEBI,Raw_Name,Canon_SMILES,Canon_CID,Canon_ChEBI,Canon_Name,Flat_SMILES,Flat_CID,Flat_ChEBI,Flat_Name
MAU,all_modrna08.lib_MAU_sybyl.mol2,69bd9eb9dc1c83777c5b41ab6b6f879942ad4a2c1c4d505e0f1be98fd6cb7b5f,P([O])([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)CNC[C]([O-])[O-],,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](COP([O])[O])O[C@H]1N1[CH][C](CNC[C]([O-])[O-])[C]([O])N[C]1[O],,-,Compound_None,COC1C([O])C(COP([O])[O])OC1N1[CH][C](CNC[C]([O-])[O-])[C]([O])N[C]1[O],,-,Compound_None
U5E,all_prot_nucleic10.lib_U5E_sybyl.mol2,99db18a2273924fd9a99a4138836b26e3d762ef3fc55bedcf8b7edc36a1e8fb3,OC[C@H]1O[C@@H]([N]2=CC=C(O)NC2=O)[C@@H]([C@@H]1[O])O,23422047,-,"3-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-hydroxy-1H-pyrimidin-3-ium-6-one",OC[C@H]1O[C@@H]([N]2=CC=C(O)NC2=O)[C@@H]([C@@H]1[O])O,23422047,-,"3-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-hydroxy-1H-pyrimidin-3-ium-6-one",OC[C@H]1O[C@@H]([N]2=CC=C(O)NC2=O)[C@@H]([C@@H]1[O])O,23422047,-,"3-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-hydroxy-1H-pyrimidin-3-ium-6-one"
NMET,uni_aminont03.lib_NMET_sybyl.mol2,d7c4d5f6c2a302ef811cb053ae6e41ef450488efce835d353c3431f9a3a0b6b0,[NH3+][C@@H]([C][C]S[C])[C][O],6994412,CHEBI:195450,(s)-methioninol,[C]S[C][C][C@H]([NH3+])[C][O],6994412,CHEBI:195450,(s)-methioninol,[C]S[C][C]C([NH3+])[C][O],78435777,-,(1-hydroxy-4-methylsulfanylbutan-2-yl)azanium
3MC,all_modrna08.lib_3MC_sybyl.mol2,729e52eabb228dc570df2d78360f7d64d84b9001e1ad46947dd87f971d14f464,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C(=O)N(C(=N)C=C1)C,,-,Compound_None,Cn1c(=N)ccn([C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)c1=O,,-,Compound_None,Cn1c(=N)ccn(C2OC(CO[P]([O])=O)C([O])C2O)c1=O,,-,Compound_None
26A,all_modrna08.lib_26A_sybyl.mol2,532eeb778dc2a8b38fae8021523782c9e3dfba6fd8ec674716afc289d7aaa79f,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC(=O)N[C@@H]([C@H](CC)O)[C]([O-])[O-])nc(nc12)SC,,-,Compound_None,CC[C@H](O)[C@H](NC(=O)Nc1nc(SC)nc2c1ncn2[C@@H]1O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]1O)[C]([O-])[O-],,-,Compound_None,CCC(O)C(NC(=O)Nc1nc(SC)nc2c1ncn2C1OC(CO[P]([O])=O)C([O])C1O)[C]([O-])[O-],,-,Compound_None
NLYS,uni_aminont03.lib_NLYS_sybyl.mol2,e0eeae20cf338e28ecc3f773ff85617e42729f3d884648c69e0641d13e00c360,[NH3+][C@@H]([C][C][C][C][NH3+])[C][O],86314559,-,[(2S)-6-azaniumyl-1-hydroxyhexan-2-yl]azanium,[NH3+][C][C][C][C][C@H]([NH3+])[C][O],86314559,-,[(2S)-6-azaniumyl-1-hydroxyhexan-2-yl]azanium,[NH3+][C][C][C][C]C([NH3+])[C][O],,-,Compound_None
E1N,amberdyes.lib_E1N_sybyl.mol2,543f16cedb0050825a6ecbbd6c491d274a4b3586ec028f6790b675a5dac2eaa0,[C@@H](CS[C@@H]1C[C]([O])N([C]1[O])CCCCC[NH])([NH3+])[C][O],,-,Compound_None,[NH]CCCCCN1[C]([O])C[C@@H](SC[C@H]([NH3+])[C][O])[C]1[O],,-,Compound_None,[NH]CCCCCN1[C]([O])CC(SCC([NH3+])[C][O])[C]1[O],,-,Compound_None
CLEU,aminoct19ipq_0.9.lib_CLEU_sybyl.mol2,87bf01373710f53107a8157acb96aed328d359d9a51c171b75cd88fdd2e7ab14,[NH][C@@H](CC(C)C)[C]([O-])[O-],,-,Compound_None,CC(C)C[C@H]([NH])[C]([O-])[O-],,-,Compound_None,CC(C)CC([NH])[C]([O-])[O-],,-,Compound_None
G3E,all_prot_nucleic10.lib_G3E_sybyl.mol2,e4d50eedbe8a60808a6d794541ed197ac99ebaa30fbc94ed287d9127be79d8bf,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)[C@@H]([C@@H]1O)O,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)[C@@H]([C@@H]1O)O,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)[C@@H]([C@@H]1O)O,,-,Compound_None
CHYP,aminoct12.lib_CHYP_sybyl.mol2,ce25e0dc31303edd8705a3d803943dfaf055d01b0d209eec4c3365c8719ac1c9,[N]1C[C@H](O)C[C@H]1[C]([O-])[O-],,-,Compound_None,[O-][C]([O-])[C@@H]1C[C@@H](O)C[N]1,,-,Compound_None,[O-][C]([O-])C1CC(O)C[N]1,,-,Compound_None
CGLU,aminoct12.lib_CGLU_sybyl.mol2,16878df7814def386e59eebe8eb2b5dafef38616c864bb46835e9b0110c00661,[NH][C@@H](CC[C]([O-])[O-])[C]([O-])[O-],,-,Compound_None,[NH][C@@H](CC[C]([O-])[O-])[C]([O-])[O-],,-,Compound_None,[NH]C(CC[C]([O-])[O-])[C]([O-])[O-],,-,Compound_None
5FC,all_modrna08.lib_5FC_sybyl.mol2,d2315f7949120473ddf9fac59036c0c0e02fd6517a91bd039ff23a2a3d5076e1,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C(=O)N=C(N)C(=C1)C=O,,-,Compound_None,Nc1nc(=O)n([C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)cc1C=O,,-,Compound_None,Nc1nc(=O)n(C2OC(CO[P]([O])=O)C([O])C2O)cc1C=O,,-,Compound_None
K2C,all_modrna08.lib_K2C_sybyl.mol2,541bd45d978e6b458313042dbafebc63c7da158015cb10c00cdd9ec1bb6d2199,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=ccc(nc1NCCCCC[C@@H](N)[C]([O-])[O-])N,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=ccc(nc1NCCCCC[C@@H](N)[C]([O-])[O-])N,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=ccc(nc1NCCCCC[C@@H](N)[C]([O-])[O-])N,,-,Compound_None
CHL,lipid21.lib_CHL_sybyl.mol2,c6f8ce0236822d248af84ce531bb7a37b874a2e1a8451784451e397202b5e0f5,C1C[C@@H](CC2=CC[C@@H]3[C@@H]([C@@]12C)CC[C@]1([C@H]3CC[C@@H]1[C@H](C)CCCC(C)C)C)O,5997,CHEBI:16113,cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,5997,CHEBI:16113,cholesterol,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,304,-,CHOLESTEROL-3-13C
NPRO,nab.lib_NPRO_sybyl.mol2,3050a50ba3245e051ee0e8fb28cba89f9fe9b58c9ad27fe98eef608301e8de10,[NH2+]1CCC[C@H]1[C][O],6950545,-,[(2S)-pyrrolidin-1-ium-2-yl]methanol,[O][C][C@@H]1CCC[NH2+]1,6950545,-,[(2S)-pyrrolidin-1-ium-2-yl]methanol,[O][C]C1CCC[NH2+]1,78428236,-,pyrrolidin-1-ium-2-ylmethanol
M1G,all_modrna08.lib_M1G_sybyl.mol2,d52da7a0a546f987bc103b3b9cdae207374e3d69fd0b9ac50132c660c56629f6,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C=NC2=C1N=C(N(C2=O)C)N,,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](CO[P]([O])=O)O[C@H]1n1cnc2c(=O)n(C)c(N)nc21,,-,Compound_None,COC1C([O])C(CO[P]([O])=O)OC1n1cnc2c(=O)n(C)c(N)nc21,,-,Compound_None
SAU,all_modrna08.lib_SAU_sybyl.mol2,7230ade1a6827515872b6a63de8505f58b72573db2a9168fa6ac7f1644f9b34a,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@]1[C]([S])N[C]([O])[C]([CH]1)CN,,-,Compound_None,NC[C]1[CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([S])N[C]1[O],,-,Compound_None,NC[C]1[CH]N(C2OC(COP([O])[O])C([O])C2O)[C]([S])N[C]1[O],,-,Compound_None
STU,all_modrna08.lib_STU_sybyl.mol2,6d37498d83f77058460a91a7fbfe060b2e01f1ee0db069d2ae01f088b1fbbcd0,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([S])N[C]([O])[C]([CH]1)CNCCS([O])([O])[O],,-,Compound_None,[O][C]1N[C]([S])N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[CH][C]1CNCCS([O])([O])[O],,-,Compound_None,[O][C]1N[C]([S])N(C2OC(COP([O])[O])C([O])C2O)[CH][C]1CNCCS([O])([O])[O],,-,Compound_None
C5E,all_prot_nucleic10.lib_C5E_sybyl.mol2,3c2653df69aedf0793797c1d36c6af0a216d56bc11f59198a2fb4077c016aefa,OC[C@H]1O[C@@H]([N]2=CC=C(N)NC2=O)[C@@H]([C@@H]1[O])O,23277867,-,4pda,OC[C@H]1O[C@@H]([N]2=CC=C(N)NC2=O)[C@@H]([C@@H]1[O])O,23277867,-,4pda,OC[C@H]1O[C@@H]([N]2=CC=C(N)NC2=O)[C@@H]([C@@H]1[O])O,23277867,-,4pda
RC3,all_nucleic94.nmr.lib_RC3_sybyl.mol2,098c9305fadbd4df0ddbf45ee20f7dd7dcaa3561b9b683777f40916d2964e8fc,[P](=O)([O])OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)[C@@H]([C@@H]1O)O,18653297,-,SCHEMBL584613,Nc1ccn([C@@H]2O[C@H](CO[P]([O])=O)[C@@H](O)[C@H]2O)c(=O)n1,18653297,-,SCHEMBL584613,Nc1ccn(C2OC(CO[P]([O])=O)C(O)C2O)c(=O)n1,21988979,-,"[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium"
A3E,all_prot_nucleic10.lib_A3E_sybyl.mol2,0938e8c0c191c8984a5ef61caa61446468b148325619199fc5de981164d0990d,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)[C@@H]([C@@H]1O)O,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)[C@@H]([C@@H]1O)O,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)[C@@H]([C@@H]1O)O,,-,Compound_None
B3S,ff15ipq-m.lib_B3S_sybyl.mol2,f1c5ff847e3a80fceb265d594fb3c82cc9acbef50aaa657ceb016908e880fc44,[NH][C@H](C[C][O])CO,58166072,-,"(2R)-2-Aminobutane-1,4-diol",[NH][C@@H](CO)C[C][O],58166072,-,"(2R)-2-Aminobutane-1,4-diol",[NH]C(CO)C[C][O],14325613,-,4426-52-2
GLN,uni_amino03.lib_GLN_sybyl.mol2,f9776986e9eb0f5c9946569dac458a9b833a5bd2b36b44a238c1fbbd4ed1fa72,[NH][C@@H]([C][C][C]([O])N)[C][O],,-,Compound_None,[NH][C@H]([C][O])[C][C][C](N)[O],,-,Compound_None,[NH]C([C][O])[C][C][C](N)[O],,-,Compound_None
CMU,all_modrna08.lib_CMU_sybyl.mol2,d64f2a3b6d26eeb95720bef3d985d47078d0d9f8c279abe6a2fbd66b29cf3a32,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@]1[C]([O])N[C]([O])[C]([CH]1)[C@H]([C]([O])OC)O,,-,Compound_None,CO[C]([O])[C@H](O)[C]1[CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([O])N[C]1[O],,-,Compound_None,CO[C]([O])C(O)[C]1[CH]N(C2OC(COP([O])[O])C([O])C2O)[C]([O])N[C]1[O],,-,Compound_None
6MA,all_modrna08.lib_6MA_sybyl.mol2,6b02b3de7e6e9a5641fd8ea0bb2f33c3eee2839f77abdb411a8bef2323bfea9f,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC)ncnc12,,-,Compound_None,CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]1O,,-,Compound_None,CNc1ncnc2c1ncn2C1OC(CO[P]([O])=O)C([O])C1O,147578111,-,"[3,4-dihydroxy-5-[6-(methylamino)purin-9-yl]oxolan-2-yl]methoxy-hydroxy-oxophosphanium"
AIB,ff15ipq-m.lib_AIB_sybyl.mol2,06df3f1a945974c48218dbf492a6750f8037b03e5a044e77473eab4d5302cf50,[NH]C(C)(C)[C][O],11807,-,2-Amino-2-methyl-1-propanol,CC(C)([NH])[C][O],11807,-,2-Amino-2-methyl-1-propanol,CC(C)([NH])[C][O],11807,-,2-Amino-2-methyl-1-propanol
WYG,all_modrna08.lib_WYG_sybyl.mol2,61c8c772077c6bcf494bbcaacb9ca7d21ba6d403f31dcd0d318a80b8ca323413,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[CH][N][C]2[C]([O])[N@@]3[C](N[C]([C]3)C)N([C]12)C,,-,Compound_None,C[C]1[C]N2[C]([O])[C]3[N][CH]N([C@@H]4O[C@H](COP([O])[O])[C@@H]([O])[C@H]4O)[C]3N(C)[C]2N1,,-,Compound_None,C[C]1[C]N2[C]([O])[C]3[N][CH]N(C4OC(COP([O])[O])C([O])C4O)[C]3N(C)[C]2N1,,-,Compound_None
CMET,uni_aminoct03.lib_CMET_sybyl.mol2,a3ced3d09925bec30ca36df65106868f719ae163bee40f39477e18766f97c20a,[NH][C@@H]([C][C]S[C])[C]([O-])[O-],,-,Compound_None,[C]S[C][C][C@H]([NH])[C]([O-])[O-],,-,Compound_None,[C]S[C][C]C([NH])[C]([O-])[O-],,-,Compound_None
MRC,all_modrna08.lib_MRC_sybyl.mol2,52b88b7c561ef09fb4347e1837351b2b846466ee85dfc52decaae9312787a756,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C(=O)N=C(N)C=C1,,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](CO[P]([O])=O)O[C@H]1n1ccc(N)nc1=O,,-,Compound_None,COC1C([O])C(CO[P]([O])=O)OC1n1ccc(N)nc1=O,,-,Compound_None
PA,lipid21.lib_PA_sybyl.mol2,01f56ecc1b8fab275a1eecc0a5118e4018bd2175fd617a5e96ca8a1e0977b58e,CCCCCCCCCCCCCC[CH2],12391,CHEBI:28897,Pentadecane,[CH2]CCCCCCCCCCCCCC,12391,CHEBI:28897,Pentadecane,[CH2]CCCCCCCCCCCCCC,12391,CHEBI:28897,Pentadecane
M2A,all_modrna08.lib_M2A_sybyl.mol2,13a5b917829de8a4b7a37e033387a7973f57e745474d06b61056b39f7cbd46b3,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[N]1=C2C(=C(N)N(C=N2)C)N=C1,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[N]1=C2C(=C(N)N(C=N2)C)N=C1,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[N]1=C2C(=C(N)N(C=N2)C)N=C1,,-,Compound_None
MFC,all_modrna08.lib_MFC_sybyl.mol2,7d88f18a60fcb4548ec3fe113a538e9b04ca9e1527efb7d2c2a309b20a878850,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C(=O)N=C(N)C(=C1)C=O,,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](CO[P]([O])=O)O[C@H]1n1cc(C=O)c(N)nc1=O,,-,Compound_None,COC1C([O])C(CO[P]([O])=O)OC1n1cc(C=O)c(N)nc1=O,,-,Compound_None
T49,amberdyes.lib_T49_sybyl.mol2,c1c589bca3473c8f047300c7ccb8b837735ea75d66bad214d8604a36b908daee,c1c2c(cc(N(C)C)c1)N(c1c([CH]2)ccc(c1)N(C)C)CCC[C][O],,-,Compound_None,CN(C)c1ccc2c(c1)N(CCC[C][O])c1cc(N(C)C)ccc1[CH]2,,-,Compound_None,CN(C)c1ccc2c(c1)N(CCC[C][O])c1cc(N(C)C)ccc1[CH]2,,-,Compound_None
T61,amberdyes.lib_T61_sybyl.mol2,f0b0a3440713123680767177cf722b22e7a53f3d461dda20505f85cca941356e,c12c(cc(cc2)N(C)C)C(c2c([CH]1)cc1c(c2)N(CCC1)CCC[C][O])(C)C,,-,Compound_None,CN(C)c1ccc2c(c1)C(C)(C)c1cc3c(cc1[CH]2)CCCN3CCC[C][O],,-,Compound_None,CN(C)c1ccc2c(c1)C(C)(C)c1cc3c(cc1[CH]2)CCCN3CCC[C][O],,-,Compound_None
CHIP,uni_aminoct03.lib_CHIP_sybyl.mol2,c2dcd4ba41a006babe7ed741d1cf1fdce0bed75bd64e9ee835d84b163cd981cb,[NH][C@@H]([C][C]1N[CH]N[CH]1)[C]([O-])[O-],,-,Compound_None,[NH][C@@H]([C][C]1[CH]N[CH]N1)[C]([O-])[O-],,-,Compound_None,[NH]C([C][C]1[CH]N[CH]N1)[C]([O-])[O-],,-,Compound_None
2MA,all_modrna08.lib_2MA_sybyl.mol2,a48285d56d67d815a590c8405a2235e63b4de2f9caa417deeac3f84cc5b944c9,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(N)nc(nc12)C,,-,Compound_None,Cc1nc(N)c2ncn([C@@H]3O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]3O)c2n1,,-,Compound_None,Cc1nc(N)c2ncn(C3OC(CO[P]([O])=O)C([O])C3O)c2n1,,-,Compound_None
THR,uni_amino03.lib_THR_sybyl.mol2,42c055717cbf16f43c7ca62a68e9576b4014e33c9f07e5ea9f1eea16f9d71c89,[NH][C@@H]([C]([C])O)[C][O],20111775,-,"(2R)-2-Aminobutane-1,3-diol",[C][C](O)[C@H]([NH])[C][O],20111775,-,"(2R)-2-Aminobutane-1,3-diol",[C][C](O)C([NH])[C][O],5068681,-,"2-aminobutane-1,3-diol"
DHA,lipid21.lib_DHA_sybyl.mol2,95ff944d760dec7393696cbfb7a3f239a1b8a056b7a914f4729b10a7b0c828ba,C(=C\C/C=C\CC)\C/C=C\C/C=C\C/C=C\C/C=C\C[CH2],58579149,-,"cis-3,6,9,12,15,18-heneicosahexaene",[CH2]C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,58579149,-,"cis-3,6,9,12,15,18-heneicosahexaene",[CH2]CC=CCC=CCC=CCC=CCC=CCC=CCC,182861,-,"3,6,9,12,15,18-Heneicosahexaene"
S1P,phos_amino94.lib_S1P_sybyl.mol2,53ab20463f61a5b17244173e33b6bbd296924f767bece58bf84fba768ae3da4f,[NH][C@@H](CO[P](O)([O])[O])[C][O],,-,Compound_None,[NH][C@H]([C][O])CO[P]([O])([O])O,,-,Compound_None,[NH]C([C][O])CO[P]([O])([O])O,,-,Compound_None
YDF,ff15ipq-19F.lib_YDF_sybyl.mol2,694e6c44a3d1dbe19ec6919292a39d73f68b14c4ed5c901877f81b73d41b22aa,[NH][C@@H](Cc1cc(F)c(O)c(F)c1)[C][O],,-,Compound_None,[NH][C@H]([C][O])Cc1cc(F)c(O)c(F)c1,,-,Compound_None,[NH]C([C][O])Cc1cc(F)c(O)c(F)c1,,-,Compound_None
WBG,all_modrna08.lib_WBG_sybyl.mol2,66c2d2932697a294d541d9e08aa25cce0f9c5f8aff88ce0ee5a1f55612c28f91,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1N(C1=NC(=C(N1C2=O)CC[C@@H](C(=O)OC)NC(=O)OC)C)C,,-,Compound_None,COC(=O)N[C@@H](CCc1c(C)nc2n(C)c3c(ncn3[C@@H]3O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]3O)c(=O)n12)C(=O)OC,,-,Compound_None,COC(=O)NC(CCc1c(C)nc2n(C)c3c(ncn3C3OC(CO[P]([O])=O)C([O])C3O)c(=O)n12)C(=O)OC,,-,Compound_None
MTG,all_modrna08.lib_MTG_sybyl.mol2,891b777819c28bb05cf2690e511feabe3471c7ede32597555e4904fd0a376936,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C=NC2=C1N=C(NC2=O)N(C)C,,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](CO[P]([O])=O)O[C@H]1n1cnc2c(=O)[nH]c(N(C)C)nc21,,-,Compound_None,COC1C([O])C(CO[P]([O])=O)OC1n1cnc2c(=O)[nH]c(N(C)C)nc21,,-,Compound_None
HMC,all_modrna08.lib_HMC_sybyl.mol2,3ba9f3e843d46a3480c3dad62c08b6a2402ec8f80309cf85c0b9dbdb94df06aa,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C(=O)N=C(N)C(=C1)CO,,-,Compound_None,Nc1nc(=O)n([C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)cc1CO,,-,Compound_None,Nc1nc(=O)n(C2OC(CO[P]([O])=O)C([O])C2O)cc1CO,,-,Compound_None
D3C,all_prot_nucleic10.lib_D3C_sybyl.mol2,fdd8d4878285b2569b3ea56a772293f01a59f45b38eaea7a4f11e7d55f8f7fd9,P([O])([O])OC[C@H]1O[C@@H]([N@@]2[CH][CH][C](N)N[C]2[O])C[C@@H]1O,,-,Compound_None,N[C]1[CH][CH]N([C@H]2C[C@H](O)[C@@H](COP([O])[O])O2)[C]([O])N1,,-,Compound_None,N[C]1[CH][CH]N(C2CC(O)C(COP([O])[O])O2)[C]([O])N1,,-,Compound_None
FTF,ff15ipq-19F.lib_FTF_sybyl.mol2,6ab3bc35db9a0c47156a1d5f0c750d6f83ed6dbe64f33e7ec3c5cf87e78fcc24,[NH][C@@H](Cc1ccc(C(F)(F)F)cc1)[C][O],46911826,-,(S)-b-Amino-4-(trifluoromethyl)benzenepropanol,[NH][C@H]([C][O])Cc1ccc(C(F)(F)F)cc1,46911826,-,(S)-b-Amino-4-(trifluoromethyl)benzenepropanol,[NH]C([C][O])Cc1ccc(C(F)(F)F)cc1,64574555,-,2-Amino-3-[4-(trifluoromethyl)phenyl]propan-1-ol
BHE,ff15ipq-m.lib_BHE_sybyl.mol2,d03dd8749ad5a96c304e38de5b7f3b47e7288c78e01ef19b0bab719a01dc3a20,[NH][C@H](C[C][O])C[C]1N[CH][N][CH]1,,-,Compound_None,[NH][C@H](C[C][O])C[C]1[CH][N][CH]N1,,-,Compound_None,[NH]C(C[C][O])C[C]1[CH][N][CH]N1,,-,Compound_None
NGLU,uni_aminont03.lib_NGLU_sybyl.mol2,b0309c3fb97740ffd9ed573947bee4942a2bc4316f90610230ef76bfb51e5454,[NH3+][C@@H]([C][C][C]([O-])[O-])[C][O],,-,Compound_None,[NH3+][C@H]([C][O])[C][C][C]([O-])[O-],,-,Compound_None,[NH3+]C([C][O])[C][C][C]([O-])[O-],,-,Compound_None
MOC,cph_nucleic_caps.lib_MOC_sybyl.mol2,a3ac8406fbc90c0be0de585acbf9bbeeb42747d1b8010558039389b69b6c02bd,C[O],887,CHEBI:17790,methanol,C[O],887,CHEBI:17790,methanol,C[O],887,CHEBI:17790,methanol
6GA,all_modrna08.lib_6GA_sybyl.mol2,f1490352151e2e0abb179bc4b1dbf82e6a071ffeb7469dd45cc39d009600aa76,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC(=O)NC[C]([O-])[O-])ncnc12,,-,Compound_None,[O][C@H]1[C@@H](O)[C@H](n2cnc3c(NC(=O)NC[C]([O-])[O-])ncnc32)O[C@@H]1CO[P]([O])=O,,-,Compound_None,[O]C1C(CO[P]([O])=O)OC(n2cnc3c(NC(=O)NC[C]([O-])[O-])ncnc32)C1O,,-,Compound_None
3AU,all_modrna08.lib_3AU_sybyl.mol2,5f360fcf2a10eb5f77c77dbf6829002e40c653e31ec661f048fa7833d11df897,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@]1[C]([O])N([C]([O])[CH][CH]1)CC[C@H]([NH3+])[C]([O-])[O-],,-,Compound_None,[NH3+][C@@H](CCN1[C]([O])[CH][CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]1[O])[C]([O-])[O-],,-,Compound_None,[NH3+]C(CCN1[C]([O])[CH][CH]N(C2OC(COP([O])[O])C([O])C2O)[C]1[O])[C]([O-])[O-],,-,Compound_None
CLYS,uni_aminoct03.lib_CLYS_sybyl.mol2,d41195cb2b30ee7fff2457185456457e4c84b60aa4b73c990b92e18604042357,[NH][C@@H](C#CC#C[NH3+])[C]([O-])[O-],,-,Compound_None,[NH][C@@H](C#CC#C[NH3+])[C]([O-])[O-],,-,Compound_None,[NH]C(C#CC#C[NH3+])[C]([O-])[O-],,-,Compound_None
SA,lipid21.lib_SA_sybyl.mol2,0bf58eba7c162f06c9dd4706a8b3c385e3e55cb876eccd82eac722bb09ce4bc0,CCCCCCCCCCCCC[CH][CH],12391,CHEBI:28897,Pentadecane,[CH][CH]CCCCCCCCCCCCC,12391,CHEBI:28897,Pentadecane,[CH][CH]CCCCCCCCCCCCC,12391,CHEBI:28897,Pentadecane
27G,all_modrna08.lib_27G_sybyl.mol2,0f07988a125b72e359a32db61c02c071281b39b25bed140178e19f9ede9934f7,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=CN(C2=C1N=C(NC2=O)NC)C,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=CN(C2=C1N=C(NC2=O)NC)C,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=CN(C2=C1N=C(NC2=O)NC)C,,-,Compound_None
